names,len,word1,word2,Results_Google,Number_Hits_Google
Piptoporus betulinus,20,Piptoporus,betulinus,"Aproximadamente 91.000 resultados (0,55 segundos) ",91000
Pleurotus fabellatus,20,Pleurotus,fabellatus,"Aproximadamente 62.100 resultados (0,46 segundos) ",62100
Pleurotus sajor-caju,20,Pleurotus,sajor-caju,"Aproximadamente 171.000 resultados (0,43 segundos) ",171000
Plicaturopsis crispa,20,Plicaturopsis,crispa,"Aproximadamente 43.500 resultados (0,40 segundos) ",43500
Pluteus nigroviridis,20,Pluteus,nigroviridis,"Aproximadamente 3.720 resultados (0,36 segundos) ",3720
Pluteus phlebophorus,20,Pluteus,phlebophorus,"Aproximadamente 9.600 resultados (0,45 segundos) ",9600
Polyporus arcularius,20,Polyporus,arcularius,"Aproximadamente 67.500 resultados (0,41 segundos) ",67500
Polyporus tuberaster,20,Polyporus,tuberaster,"Aproximadamente 23.000 resultados (0,43 segundos) ",23000
Polyporus umbellatus,20,Polyporus,umbellatus,"Aproximadamente 150.000 resultados (0,40 segundos) ",150000
Psathyrella bipellis,20,Psathyrella,bipellis,"Aproximadamente 18.100 resultados (0,39 segundos) ",18100
Psathyrella corrugis,20,Psathyrella,corrugis,"Aproximadamente 18.100 resultados (0,38 segundos) ",18100
Psathyrella gracilis,20,Psathyrella,gracilis,"Aproximadamente 102.000 resultados (0,38 segundos) ",102000
Psathyrella ochracea,20,Psathyrella,ochracea,"Aproximadamente 75.700 resultados (0,37 segundos) ",75700
Psathyrella squamosa,20,Psathyrella,squamosa,"Aproximadamente 54.100 resultados (0,34 segundos) ",54100
Psilocybe antillarum,20,Psilocybe,antillarum,"Aproximadamente 9.540 resultados (0,36 segundos) ",9540
Psilocybe coprophila,20,Psilocybe,coprophila,"Aproximadamente 31.600 resultados (0,42 segundos) ",31600
Rhizopogdon luteolas,20,Rhizopogdon,luteolas,"Aproximadamente 24.900 resultados (0,66 segundos) ",24900
Rubroboletus lupinus,20,Rubroboletus,lupinus,"Aproximadamente 15.100 resultados (0,42 segundos) ",15100
Rubroboletus satanas,20,Rubroboletus,satanas,"Aproximadamente 20.100 resultados (0,42 segundos) ",20100
Russula atropurpurea,20,Russula,atropurpurea,"Aproximadamente 22.600 resultados (0,35 segundos) ",22600
Russula heterophylla,20,Russula,heterophylla,"Aproximadamente 104.000 resultados (0,41 segundos) ",104000
Russula poikilochroa,20,Russula,poikilochroa,"Aproximadamente 1.650 resultados (0,40 segundos) ",1650
Russula subnigricans,20,Russula,subnigricans,"Aproximadamente 54.400 resultados (0,37 segundos) ",54400
Sarcoscypha coccinea,20,Sarcoscypha,coccinea,"Aproximadamente 67.800 resultados (0,41 segundos) ",67800
Schenella pityophila,20,Schenella,pityophila,"Aproximadamente 1.670 resultados (0,43 segundos) ",1670
Scleroderma citrinum,20,Scleroderma,citrinum,"Aproximadamente 127.000 resultados (0,37 segundos) ",127000
Simocybe centunculus,20,Simocybe,centunculus,"Aproximadamente 9.300 resultados (0,49 segundos) ",9300
Sistotrema confluens,20,Sistotrema,confluens,"Aproximadamente 23.200 resultados (0,46 segundos) ",23200
Skeletocutis amorpha,20,Skeletocutis,amorpha,"Aproximadamente 17.300 resultados (0,35 segundos) ",17300
Stropharia coronilla,20,Stropharia,coronilla,"Aproximadamente 55.100 resultados (0,64 segundos) ",55100
Stropharia dorsipora,20,Stropharia,dorsipora,"Aproximadamente 2.480 resultados (0,43 segundos) ",2480
Tephrocybe palustris,20,Tephrocybe,palustris,"Aproximadamente 22.300 resultados (0,40 segundos) ",22300
Tremella mesenterica,20,Tremella,mesenterica,"Aproximadamente 176.000 resultados (0,41 segundos) ",176000
Trichaptum abietinum,20,Trichaptum,abietinum,"Aproximadamente 51.500 resultados (0,40 segundos) ",51500
Tricholoma caligatum,20,Tricholoma,caligatum,"Aproximadamente 16.900 resultados (0,36 segundos) ",16900
Tricholoma joachimii,20,Tricholoma,joachimii,"Aproximadamente 6.560 resultados (0,36 segundos) ",6560
Tricholoma matsutake,20,Tricholoma,matsutake,"Aproximadamente 590.000 resultados (0,69 segundos) ",590000
Tricholoma muscarium,20,Tricholoma,muscarium,"Aproximadamente 27.900 resultados (0,40 segundos) ",27900
Tricholoma orirubens,20,Tricholoma,orirubens,"Aproximadamente 15.000 resultados (0,40 segundos) ",15000
Tricholoma populinum,20,Tricholoma,populinum,"Aproximadamente 90.200 resultados (0,39 segundos) ",90200
Tricholoma psammopus,20,Tricholoma,psammopus,"Aproximadamente 10.500 resultados (0,34 segundos) ",10500
Tricholoma sejunctum,20,Tricholoma,sejunctum,"Aproximadamente 21.500 resultados (0,34 segundos) ",21500
Tubaria romagnesiana,20,Tubaria,romagnesiana,"Aproximadamente 4.410 resultados (0,32 segundos) ",4410
Tubifera ferruginosa,20,Tubifera,ferruginosa,"Aproximadamente 66.300 resultados (0,33 segundos) ",66300
Tulostoma fimbriatum,20,Tulostoma,fimbriatum,"Aproximadamente 78.200 resultados (0,44 segundos) ",78200
Tyromyces subcaesius,20,Tyromyces,subcaesius,"Aproximadamente 36.000 resultados (0,39 segundos) ",36000
Verpa digitaliformis,20,Verpa,digitaliformis,"Aproximadamente 11.500 resultados (0,52 segundos) ",11500
Volvariella surrecta,20,Volvariella,surrecta,"Aproximadamente 16.900 resultados (0,43 segundos) ",16900
Volvariella volvacea,20,Volvariella,volvacea,"Aproximadamente 124.000 resultados (0,43 segundos) ",124000
Xerocomus armeniacus,20,Xerocomus,armeniacus,"Aproximadamente 63.000 resultados (0,36 segundos) ",63000
Xerocomus ichnusanus,20,Xerocomus,ichnusanus,"Aproximadamente 3.190 resultados (0,38 segundos) ",3190
Xerocomus porosporus,20,Xerocomus,porosporus,"Aproximadamente 126.000 resultados (0,39 segundos) ",126000
Agaricus californicus,21,Agaricus,californicus,"Aproximadamente 50.100 resultados (0,41 segundos) ",50100
Agaricus depauperatus,21,Agaricus,depauperatus,"Aproximadamente 32.800 resultados (0,40 segundos) ",32800
Agaricus leucotrichus,21,Agaricus,leucotrichus,"Aproximadamente 4.210 resultados (0,43 segundos) ",4210
Agaricus spissicaulis,21,Agaricus,spissicaulis,"Aproximadamente 2.740 resultados (0,35 segundos) ",2740
Agaricus subfloccosus,21,Agaricus,subfloccosus,"Aproximadamente 7.200 resultados (0,36 segundos) ",7200
Agaricus subperonatus,21,Agaricus,subperonatus,"Aproximadamente 8.910 resultados (0,35 segundos) ",8910
Agaricus xanthodermus,21,Agaricus,xanthodermus,"Aproximadamente 43.000 resultados (0,34 segundos) ",43000
Albatrellus confluens,21,Albatrellus,confluens,"Aproximadamente 43.900 resultados (0,49 segundos) ",43900
Albatrellus cristatus,21,Albatrellus,cristatus,"Aproximadamente 24.500 resultados (0,36 segundos) ",24500
Amanita echinocephala,21,Amanita,echinocephala,"Aproximadamente 28.300 resultados (0,38 segundos) ",28300
Amanita petalinivolva,21,Amanita,petalinivolva,"Aproximadamente 264 resultados (0,40 segundos) ",0
Amanita pseudoregalis,21,Amanita,pseudoregalis,"Aproximadamente 868 resultados (0,42 segundos) ",0
Amanita xanthocephala,21,Amanita,xanthocephala,"Aproximadamente 8.050 resultados (0,34 segundos) ",8050
Arachnopeziza aurelia,21,Arachnopeziza,aurelia,"Aproximadamente 13.300 resultados (0,39 segundos) ",13300
Ascocoryne cylichnium,21,Ascocoryne,cylichnium,"Aproximadamente 34.700 resultados (0,44 segundos) ",34700
Aureoboletus gentilis,21,Aureoboletus,gentilis,"Aproximadamente 13.600 resultados (0,43 segundos) ",13600
Auriculariopsis ampla,21,Auriculariopsis,ampla,"Aproximadamente 26.500 resultados (0,58 segundos) ",26500
Basidioradulum radula,21,Basidioradulum,radula,"Aproximadamente 17.300 resultados (0,51 segundos) ",17300
Bisporella pallescens,21,Bisporella,pallescens,"Aproximadamente 10.200 resultados (0,47 segundos) ",10200
Boletus permagnificus,21,Boletus,permagnificus,"Aproximadamente 5.740 resultados (0,36 segundos) ",5740
Boletus subtomentosus,21,Boletus,subtomentosus,"Aproximadamente 78.400 resultados (0,41 segundos) ",78400
Calbovista subsculpta,21,Calbovista,subsculpta,"Aproximadamente 3.300 resultados (0,51 segundos) ",3300
Calvatia cyathiformis,21,Calvatia,cyathiformis,"Aproximadamente 77.300 resultados (0,40 segundos) ",77300
Cantharellus cibarius,21,Cantharellus,cibarius,"Aproximadamente 412.000 resultados (0,87 segundos) ",412000
Cantharellus cinereus,21,Cantharellus,cinereus,"Aproximadamente 98.700 resultados (0,47 segundos) ",98700
Ceratiomyxa porioides,21,Ceratiomyxa,porioides,"Aproximadamente 15.700 resultados (0,49 segundos) ",15700
Chalciporus amarellus,21,Chalciporus,amarellus,"Aproximadamente 4.990 resultados (0,45 segundos) ",4990
Chalciporus piperatus,21,Chalciporus,piperatus,"Aproximadamente 34.000 resultados (0,40 segundos) ",34000
Cheilymenia crucipila,21,Cheilymenia,crucipila,"Aproximadamente 4.480 resultados (0,38 segundos) ",4480
Cheilymenia granulata,21,Cheilymenia,granulata,"Aproximadamente 10.400 resultados (0,43 segundos) ",10400
Cheilymenia stercorea,21,Cheilymenia,stercorea,"Aproximadamente 13.300 resultados (0,40 segundos) ",13300
Clavulina amethystina,21,Clavulina,amethystina,"Aproximadamente 85.000 resultados (0,41 segundos) ",85000
Clavulinopsis helvola,21,Clavulinopsis,helvola,"Aproximadamente 14.400 resultados (0,40 segundos) ",14400
Clitocybe acromelalga,21,Clitocybe,acromelalga,"Aproximadamente 112.000 resultados (0,37 segundos) ",112000
Clitocybe albofragans,21,Clitocybe,albofragans,"Aproximadamente 2.970 resultados (0,52 segundos) ",2970
Clitocybe graminicola,21,Clitocybe,graminicola,"Aproximadamente 13.600 resultados (0,36 segundos) ",13600
Clitocybe phyllophila,21,Clitocybe,phyllophila,"Aproximadamente 24.400 resultados (0,41 segundos) ",24400
Clitocybe subsinopica,21,Clitocybe,subsinopica,"Aproximadamente 1.840 resultados (0,36 segundos) ",1840
Coprinopsis lagopides,21,Coprinopsis,lagopides,"Aproximadamente 5.140 resultados (0,40 segundos) ",5140
Coprinus disseminatus,21,Coprinus,disseminatus,"Aproximadamente 101.000 resultados (0,42 segundos) ",101000
Coprinus echinosporus,21,Coprinus,echinosporus,"Aproximadamente 3.820 resultados (0,45 segundos) ",3820
Coprinus ephemeroides,21,Coprinus,ephemeroides,"Aproximadamente 45.700 resultados (0,50 segundos) ",45700
Cortinarius anserinus,21,Cortinarius,anserinus,"Aproximadamente 10.500 resultados (0,38 segundos) ",10500
Cortinarius balteatus,21,Cortinarius,balteatus,"Aproximadamente 31.100 resultados (0,43 segundos) ",31100
Cortinarius caligatus,21,Cortinarius,caligatus,"Aproximadamente 5.610 resultados (0,41 segundos) ",5610
Cortinarius caperatus,21,Cortinarius,caperatus,"Aproximadamente 219.000 resultados (0,41 segundos) ",219000
Cortinarius castaneus,21,Cortinarius,castaneus,"Aproximadamente 84.800 resultados (0,38 segundos) ",84800
Cortinarius causticus,21,Cortinarius,causticus,"Aproximadamente 7.570 resultados (0,41 segundos) ",7570
Cortinarius cumatilis,21,Cortinarius,cumatilis,"Aproximadamente 13.200 resultados (0,49 segundos) ",13200
Cortinarius duracinus,21,Cortinarius,duracinus,"Aproximadamente 9.610 resultados (0,37 segundos) ",9610
Cortinarius glaucopus,21,Cortinarius,glaucopus,"Aproximadamente 72.600 resultados (0,39 segundos) ",72600
Cortinarius gracilior,21,Cortinarius,gracilior,"Aproximadamente 45.200 resultados (0,32 segundos) ",45200
Cortinarius herculeus,21,Cortinarius,herculeus,"Aproximadamente 214.000 resultados (0,43 segundos) ",214000
Cortinarius hinnuleus,21,Cortinarius,hinnuleus,"Aproximadamente 22.900 resultados (0,39 segundos) ",22900
Cortinarius impolitus,21,Cortinarius,impolitus,"Aproximadamente 15.100 resultados (0,36 segundos) ",15100
Cortinarius infractus,21,Cortinarius,infractus,"Aproximadamente 36.500 resultados (0,48 segundos) ",36500
Cortinarius nemorosus,21,Cortinarius,nemorosus,"Aproximadamente 3.020 resultados (0,42 segundos) ",3020
Cortinarius orellanus,21,Cortinarius,orellanus,"Aproximadamente 41.200 resultados (0,33 segundos) ",41200
Cortinarius palustris,21,Cortinarius,palustris,"Aproximadamente 82.500 resultados (0,38 segundos) ",82500
Cortinarius praestans,21,Cortinarius,praestans,"Aproximadamente 34.700 resultados (0,44 segundos) ",34700
Cortinarius privignus,21,Cortinarius,privignus,"Aproximadamente 5.940 resultados (0,43 segundos) ",5940
Cortinarius splendens,21,Cortinarius,splendens,"Aproximadamente 83.100 resultados (0,37 segundos) ",83100
Cortinarius triformis,21,Cortinarius,triformis,"Aproximadamente 37.200 resultados (0,36 segundos) ",37200
Cortinarius trivialis,21,Cortinarius,trivialis,"Aproximadamente 50.600 resultados (0,37 segundos) ",50600
Cortinarius violaceus,21,Cortinarius,violaceus,"Aproximadamente 96.300 resultados (0,59 segundos) ",96300
Craterellus lutescens,21,Craterellus,lutescens,"Aproximadamente 98.900 resultados (0,43 segundos) ",98900
Crepidotus applanatus,21,Crepidotus,applanatus,"Aproximadamente 108.000 resultados (0,46 segundos) ",108000
Crepidotus variabilis,21,Crepidotus,variabilis,"Aproximadamente 92.300 resultados (0,38 segundos) ",92300
Cuphophyllus flavipes,21,Cuphophyllus,flavipes,"Aproximadamente 7.520 resultados (0,44 segundos) ",7520
Cyclocybe cylindracea,21,Cyclocybe,cylindracea,"Aproximadamente 15.200 resultados (0,42 segundos) ",15200
Cystoderma carcharias,21,Cystoderma,carcharias,"Aproximadamente 20.300 resultados (0,39 segundos) ",20300
Cystoderma granulosum,21,Cystoderma,granulosum,"Aproximadamente 15.000 resultados (0,38 segundos) ",15000
Cystoderma haematites,21,Cystoderma,haematites,"Aproximadamente 1.580 resultados (0,64 segundos) ",1580
Cystolepiota seminuda,21,Cystolepiota,seminuda,"Aproximadamente 12.900 resultados (0,47 segundos) ",12900
Delicatula integrella,21,Delicatula,integrella,"Aproximadamente 28.800 resultados (0,34 segundos) ",28800
Dermocybe cinnabarina,21,Dermocybe,cinnabarina,"Aproximadamente 35.400 resultados (0,32 segundos) ",35400
Dermoloma cuneifolium,21,Dermoloma,cuneifolium,"Aproximadamente 16.700 resultados (0,74 segundos) ",16700
Dichomitus campestris,21,Dichomitus,campestris,"Aproximadamente 78.800 resultados (0,34 segundos) ",78800
Discinella terrestris,21,Discinella,terrestris,"Aproximadamente 4.360 resultados (0,48 segundos) ",4360
Echinoderma calcicola,21,Echinoderma,calcicola,"Aproximadamente 39.400 resultados (0,40 segundos) ",39400
Elaphomyces asperulus,21,Elaphomyces,asperulus,"Aproximadamente 54.200 resultados (0,43 segundos) ",54200
Elaphomyces decipiens,21,Elaphomyces,decipiens,"Aproximadamente 63.200 resultados (0,39 segundos) ",63200
Elaphomyces muricatus,21,Elaphomyces,muricatus,"Aproximadamente 48.600 resultados (0,32 segundos) ",48600
Elaphomyces persoonii,21,Elaphomyces,persoonii,"Aproximadamente 6.110 resultados (0,40 segundos) ",6110
Endogone flammicorona,21,Endogone,flammicorona,"Aproximadamente 8.090 resultados (0,53 segundos) ",8090
Enteridium lycoperdon,21,Enteridium,lycoperdon,"Aproximadamente 22.500 resultados (0,39 segundos) ",22500
Entoloma giseocyaneum,21,Entoloma,giseocyaneum,"Aproximadamente 1.040 resultados (0,30 segundos) ",1040
Geoglossum glutinosum,21,Geoglossum,glutinosum,"Aproximadamente 11.000 resultados (0,77 segundos) ",11000
Gomphidius glutinosus,21,Gomphidius,glutinosus,"Aproximadamente 38.500 resultados (0,62 segundos) ",38500
Guepinia helvelloides,21,Guepinia,helvelloides,"Aproximadamente 53.800 resultados (0,46 segundos) ",53800
Gymnopus brassicolens,21,Gymnopus,brassicolens,"Aproximadamente 10.200 resultados (0,30 segundos) ",10200
Hebeloma sarcophyllum,21,Hebeloma,sarcophyllum,"Aproximadamente 3.690 resultados (0,42 segundos) ",3690
Helvella capuliformis,21,Helvella,capuliformis,"Aproximadamente 9 resultados (0,26 segundos) ",0
Helvella leucomelaena,21,Helvella,leucomelaena,"Aproximadamente 16.000 resultados (0,33 segundos) ",16000
Hortiboletus rubellus,21,Hortiboletus,rubellus,"Aproximadamente 35.600 resultados (0,37 segundos) ",35600
Humaria hemisphaerica,21,Humaria,hemisphaerica,"Aproximadamente 22.200 resultados (0,36 segundos) ",22200
Hydnellum aurantiacum,21,Hydnellum,aurantiacum,"Aproximadamente 30.500 resultados (0,40 segundos) ",30500
Hydnellum ferrugineum,21,Hydnellum,ferrugineum,"Aproximadamente 23.200 resultados (0,37 segundos) ",23200
Hydnocystis bombycina,21,Hydnocystis,bombycina,"Aproximadamente 1.490 resultados (0,35 segundos) ",1490
Hygrocybe chlorophana,21,Hygrocybe,chlorophana,"Aproximadamente 25.200 resultados (0,34 segundos) ",25200
Hygrocybe strangulata,21,Hygrocybe,strangulata,"Aproximadamente 9.000 resultados (0,35 segundos) ",9000
Hygrophorus chrysodon,21,Hygrophorus,chrysodon,"Aproximadamente 202.000 resultados (0,42 segundos) ",202000
Hygrophorus hedrychii,21,Hygrophorus,hedrychii,"Aproximadamente 8.380 resultados (0,33 segundos) ",8380
Hygrophorus lindtneri,21,Hygrophorus,lindtneri,"Aproximadamente 14.800 resultados (0,43 segundos) ",14800
Hygrophorus marzuolus,21,Hygrophorus,marzuolus,"Aproximadamente 23.500 resultados (0,35 segundos) ",23500
Hygrophorus persoonii,21,Hygrophorus,persoonii,"Aproximadamente 14.900 resultados (0,33 segundos) ",14900
Hygrophorus pudorinus,21,Hygrophorus,pudorinus,"Aproximadamente 14.300 resultados (0,34 segundos) ",14300
Hygrophorus speciosus,21,Hygrophorus,speciosus,"Aproximadamente 63.300 resultados (0,38 segundos) ",63300
Hymenochaete tabacina,21,Hymenochaete,tabacina,"Aproximadamente 64.500 resultados (0,39 segundos) ",64500
Hymenostilbe muscaria,21,Hymenostilbe,muscaria,"Aproximadamente 6.580 resultados (0,44 segundos) ",6580
Hypholoma fasciculare,21,Hypholoma,fasciculare,"Aproximadamente 163.000 resultados (0,40 segundos) ",163000
Hypsizygus tessulatus,21,Hypsizygus,tessulatus,"Aproximadamente 20.800 resultados (0,69 segundos) ",20800
Hysterangium inflatum,21,Hysterangium,inflatum,"Aproximadamente 2.910 resultados (0,39 segundos) ",2910
Infundibulicybe gibba,21,Infundibulicybe,gibba,"Aproximadamente 18.600 resultados (0,49 segundos) ",18600
Ischnoderma benzoinum,21,Ischnoderma,benzoinum,"Aproximadamente 29.400 resultados (0,36 segundos) ",29400
Kalaharituber pfeilii,21,Kalaharituber,pfeilii,"Aproximadamente 3.710 resultados (0,52 segundos) ",3710
Lactarius aquizonatus,21,Lactarius,aquizonatus,"Aproximadamente 7.940 resultados (0,64 segundos) ",7940
Lactarius aurantiacus,21,Lactarius,aurantiacus,"Aproximadamente 76.700 resultados (0,37 segundos) ",76700
Lactarius britannicus,21,Lactarius,britannicus,"Aproximadamente 5.340 resultados (0,34 segundos) ",5340
Lactarius camphoratus,21,Lactarius,camphoratus,"Aproximadamente 70.400 resultados (0,36 segundos) ",70400
