names,word1,word2,Results_Google,Number_Hits_Google
Lepista panaeolus,Lepista,panaeolus,"Aproximadamente 28.500 resultados (0,36 segundos) ",28500.0
Lepista personata,Lepista,personata,"Aproximadamente 81.800 resultados (0,40 segundos) ",81800.0
Lepista rickenii,Lepista,rickenii,"Aproximadamente 8.540 resultados (0,40 segundos) ",8540.0
Lepista saeva,Lepista,saeva,"Aproximadamente 17.300 resultados (0,33 segundos) ",17300.0
Lepista sordida,Lepista,sordida,"Aproximadamente 66.100 resultados (0,33 segundos) ",66100.0
Leptoporus mollis,Leptoporus,mollis,"Aproximadamente 33.800 resultados (0,41 segundos) ",33800.0
Leucoagaricus badhamii,Leucoagaricus,badhamii,"Aproximadamente 6.600 resultados (0,40 segundos) ",6600.0
Leucoagaricus barssii,Leucoagaricus,barssii,"Aproximadamente 9.540 resultados (0,34 segundos) ",9540.0
Leucoagaricus bresadolae,Leucoagaricus,bresadolae,"Aproximadamente 9.500 resultados (0,35 segundos) ",9500.0
Leucoagaricus leucothites,Leucoagaricus,leucothites,"Aproximadamente 22.800 resultados (0,35 segundos) ",22800.0
Leucoagaricus marriagei,Leucoagaricus,marriagei,"Aproximadamente 6.380 resultados (0,48 segundos) ",6380.0
Leucoagaricus melanotrichus,Leucoagaricus,melanotrichus,"Aproximadamente 4.590 resultados (0,38 segundos) ",4590.0
Leucoagaricus sereno,Leucoagaricus,sereno,"Aproximadamente 1.230 resultados (0,30 segundos) ",1230.0
Leucocoprinus badhamii,Leucocoprinus,badhamii,"Aproximadamente 6.860 resultados (0,39 segundos) ",6860.0
Leucocoprinus castroi,Leucocoprinus,castroi,"Aproximadamente 6.350 resultados (0,49 segundos) ",6350.0
Leucocoprinus cepaestipes,Leucocoprinus,cepaestipes,"Aproximadamente 10.200 resultados (0,39 segundos) ",10200.0
Leucocortinarius bulbiger,Leucocortinarius,bulbiger,"Aproximadamente 14.100 resultados (0,44 segundos) ",14100.0
Leucocybe connata,Leucocybe,connata,"Aproximadamente 7.000 resultados (0,52 segundos) ",7000.0
Leucogyrophana mollusca,Leucogyrophana,mollusca,"Aproximadamente 12.900 resultados (0,55 segundos) ",12900.0
Leucogyrophana pinastri,Leucogyrophana,pinastri,"Aproximadamente 14.300 resultados (0,44 segundos) ",14300.0
Leucogyrophana romellii,Leucogyrophana,romellii,"Aproximadamente 13.600 resultados (0,39 segundos) ",13600.0
Leucopaxillus albissimus,Leucopaxillus,albissimus,"Aproximadamente 14.000 resultados (0,40 segundos) ",14000.0
Leucopaxillus amarus,Leucopaxillus,amarus,"Aproximadamente 6.030 resultados (0,36 segundos) ",6030.0
Leucopaxillus candidus,Leucopaxillus,candidus,"Aproximadamente 9.560 resultados (0,38 segundos) ",9560.0
Leucopaxillus compactus,Leucopaxillus,compactus,"Aproximadamente 15.100 resultados (0,55 segundos) ",15100.0
Leucopaxillus gentianeus,Leucopaxillus,gentianeus,"Aproximadamente 12.700 resultados (0,42 segundos) ",12700.0
Leucopaxillus giganteus,Leucopaxillus,giganteus,"Aproximadamente 43.000 resultados (0,59 segundos) ",43000.0
Leucopaxillus lepistoides,Leucopaxillus,lepistoides,"Aproximadamente 4.960 resultados (0,34 segundos) ",4960.0
Leucopaxillus paradoxus,Leucopaxillus,paradoxus,"Aproximadamente 9.430 resultados (0,36 segundos) ",9430.0
Leucoscypha patavina,Leucoscypha,patavina,"Aproximadamente 11.900 resultados (0,43 segundos) ",11900.0
Lichenomphalia velutina,Lichenomphalia,velutina,"Aproximadamente 5.290 resultados (0,38 segundos) ",5290.0
Limacella guttata,Limacella,guttata,"Aproximadamente 13.200 resultados (0,35 segundos) ",13200.0
Limacella illinita,Limacella,illinita,"Aproximadamente 79.700 resultados (0,58 segundos) ",79700.0
Loculotuber gennadii,Loculotuber,gennadii,"Aproximadamente 1.490 resultados (0,37 segundos) ",1490.0
Lopharia spadicea,Lopharia,spadicea,"Aproximadamente 3.150 resultados (0,44 segundos) ",3150.0
Loweomyces fractipes,Loweomyces,fractipes,"Aproximadamente 2.720 resultados (0,53 segundos) ",2720.0
Lycogala epidendrum,Lycogala,epidendrum,"Aproximadamente 131.000 resultados (0,40 segundos) ",131000.0
Lycoperdon echinatum,Lycoperdon,echinatum,"Aproximadamente 75.600 resultados (0,38 segundos) ",75600.0
Lycoperdon ericaceum,Lycoperdon,ericaceum,"Aproximadamente 1.570 resultados (0,40 segundos) ",1570.0
Lycoperdon foetidum,Lycoperdon,foetidum,"Aproximadamente 63.700 resultados (0,38 segundos) ",63700.0
Lycoperdon lambinonii,Lycoperdon,lambinonii,"Aproximadamente 5.330 resultados (0,45 segundos) ",5330.0
Lycoperdon mammiforme,Lycoperdon,mammiforme,"Aproximadamente 11.300 resultados (0,35 segundos) ",11300.0
Lycoperdon molle,Lycoperdon,molle,"Aproximadamente 29.700 resultados (0,33 segundos) ",29700.0
Lycoperdon nigrescens,Lycoperdon,nigrescens,"Aproximadamente 85.500 resultados (0,39 segundos) ",85500.0
Lycoperdon perlatum,Lycoperdon,perlatum,"Aproximadamente 212.000 resultados (0,77 segundos) ",212000.0
Lycoperdon pyriforme,Lycoperdon,pyriforme,"Aproximadamente 125.000 resultados (0,46 segundos) ",125000.0
Lycoperdon umbrinum,Lycoperdon,umbrinum,"Aproximadamente 118.000 resultados (0,33 segundos) ",118000.0
Lycoperdon utriforme,Lycoperdon,utriforme,"Aproximadamente 65.700 resultados (0,33 segundos) ",65700.0
Lycoperdon utriformis,Lycoperdon,utriformis,"Aproximadamente 17.500 resultados (0,34 segundos) ",17500.0
Lyophyllum connatum,Lyophyllum,connatum,"Aproximadamente 25.100 resultados (0,65 segundos) ",25100.0
Lyophyllum decastes,Lyophyllum,decastes,"Aproximadamente 53.300 resultados (0,37 segundos) ",53300.0
Lyophyllum fumosum,Lyophyllum,fumosum,"Aproximadamente 22.700 resultados (0,38 segundos) ",22700.0
Lyophyllum infumatum,Lyophyllum,infumatum,"Aproximadamente 2.630 resultados (0,32 segundos) ",2630.0
Lyophyllum loricatum,Lyophyllum,loricatum,"Aproximadamente 12.000 resultados (0,39 segundos) ",12000.0
Lyophyllum transforme,Lyophyllum,transforme,"Aproximadamente 5.780 resultados (0,33 segundos) ",5780.0
Lysurus cruciatus,Lysurus,cruciatus,"Aproximadamente 6.010 resultados (0,34 segundos) ",6010.0
Lysurus periphragmoides,Lysurus,periphragmoides,"Aproximadamente 7.250 resultados (0,49 segundos) ",7250.0
Macowanites ammophilus,Macowanites,ammophilus,"Aproximadamente 1.440 resultados (0,46 segundos) ",1440.0
Macrocystidia cucumis,Macrocystidia,cucumis,"Aproximadamente 20.300 resultados (0,38 segundos) ",20300.0
Macrolepiota affinis,Macrolepiota,affinis,"Aproximadamente 58.900 resultados (0,34 segundos) ",58900.0
Macrolepiota excoriata,Macrolepiota,excoriata,"Aproximadamente 20.800 resultados (0,35 segundos) ",20800.0
Macrolepiota konradii ,Macrolepiota,konradii,"Aproximadamente 25.400 resultados (0,38 segundos) ",25400.0
Macrolepiota mastoidea,Macrolepiota,mastoidea,"Aproximadamente 22.000 resultados (0,51 segundos) ",22000.0
Macrolepiota olivascens,Macrolepiota,olivascens,"Aproximadamente 9.200 resultados (0,41 segundos) ",9200.0
Macrolepiota phaeodisca,Macrolepiota,phaeodisca,"Aproximadamente 5.360 resultados (0,39 segundos) ",5360.0
Macrolepiota procera,Macrolepiota,procera,"Aproximadamente 320.000 resultados (0,41 segundos) ",320000.0
Macrolepiota rachodes,Macrolepiota,rachodes,"Aproximadamente 47.800 resultados (0,50 segundos) ",47800.0
Macrolepiota rhacodes,Macrolepiota,rhacodes,"Aproximadamente 47.800 resultados (0,25 segundos) ",47800.0
Macrolepiota rickenii,Macrolepiota,rickenii,"Aproximadamente 11.500 resultados (0,32 segundos) ",11500.0
Macrolepiota venenata,Macrolepiota,venenata,"Aproximadamente 10.400 resultados (0,37 segundos) ",10400.0
Macrotyphula fistulosa,Macrotyphula,fistulosa,"Aproximadamente 40.800 resultados (0,35 segundos) ",40800.0
Macrotyphula juncea,Macrotyphula,juncea,"Aproximadamente 12.700 resultados (0,32 segundos) ",12700.0
Marasmiellus candidus,Marasmiellus,candidus,"Aproximadamente 19.900 resultados (0,46 segundos) ",19900.0
Marasmiellus maas-geesterani,Marasmiellus,maas-geesterani,"Aproximadamente 657 resultados (0,38 segundos) ",0.0
Marasmiellus ramealis,Marasmiellus,ramealis,"Aproximadamente 19.100 resultados (0,43 segundos) ",19100.0
Marasmiellus vaillantii,Marasmiellus,vaillantii,"Aproximadamente 6.010 resultados (0,44 segundos) ",6010.0
Marasmius alliaceus,Marasmius,alliaceus,"Aproximadamente 30.300 resultados (0,41 segundos) ",30300.0
Marasmius androsaceus,Marasmius,androsaceus,"Aproximadamente 182.000 resultados (0,33 segundos) ",182000.0
Marasmius anomalus,Marasmius,anomalus,"Aproximadamente 27.000 resultados (0,38 segundos) ",27000.0
Marasmius cohaerens,Marasmius,cohaerens,"Aproximadamente 25.900 resultados (0,43 segundos) ",25900.0
Marasmius collinus,Marasmius,collinus,"Aproximadamente 49.100 resultados (0,34 segundos) ",49100.0
Marasmius epiphyllus,Marasmius,epiphyllus,"Aproximadamente 110.000 resultados (0,33 segundos) ",110000.0
Marasmius graminum,Marasmius,graminum,"Aproximadamente 16.300 resultados (0,35 segundos) ",16300.0
Marasmius hudsonii,Marasmius,hudsonii,"Aproximadamente 8.280 resultados (0,63 segundos) ",8280.0
Marasmius oreades,Marasmius,oreades,"Aproximadamente 98.400 resultados (0,44 segundos) ",98400.0
Marasmius rotula,Marasmius,rotula,"Aproximadamente 292.000 resultados (0,40 segundos) ",292000.0
Marasmius scorodonius,Marasmius,scorodonius,"Aproximadamente 144.000 resultados (0,33 segundos) ",144000.0
Marasmius wynnei,Marasmius,wynnei,"Aproximadamente 125.000 resultados (0,36 segundos) ",125000.0
Mariaella bovina,Mariaella,bovina,"Aproximadamente 377.000 resultados (0,42 segundos) ",377000.0
Megacollybia platyphylla,Megacollybia,platyphylla,"Aproximadamente 23.700 resultados (0,44 segundos) ",23700.0
Melanogaster tuberiformis,Melanogaster,tuberiformis,"Aproximadamente 3.640 resultados (0,40 segundos) ",3640.0
Melanogaster variegatus,Melanogaster,variegatus,"Aproximadamente 123.000 resultados (0,36 segundos) ",123000.0
Melanoleuca brevipes,Melanoleuca,brevipes,"Aproximadamente 90.000 resultados (0,34 segundos) ",90000.0
Melanoleuca cognata,Melanoleuca,cognata,"Aproximadamente 47.200 resultados (0,35 segundos) ",47200.0
Melanoleuca evenosa,Melanoleuca,evenosa,"Aproximadamente 51.100 resultados (0,37 segundos) ",51100.0
Melanoleuca excissa,Melanoleuca,excissa,"Aproximadamente 8.510 resultados (0,47 segundos) ",8510.0
Melanoleuca graminicola,Melanoleuca,graminicola,"Aproximadamente 30.900 resultados (0,34 segundos) ",30900.0
Melanoleuca grammopodia,Melanoleuca,grammopodia,"Aproximadamente 14.600 resultados (0,40 segundos) ",14600.0
Melanoleuca melaleuca,Melanoleuca,melaleuca,"Aproximadamente 20.700 resultados (0,36 segundos) ",20700.0
Melanoleuca robertiana,Melanoleuca,robertiana,"Aproximadamente 2.660 resultados (0,31 segundos) ",2660.0
Melanoleuca strictipes,Melanoleuca,strictipes,"Aproximadamente 13.600 resultados (0,62 segundos) ",13600.0
Melanoleuca vulgaris,Melanoleuca,vulgaris,"Aproximadamente 151.000 resultados (0,31 segundos) ",151000.0
Meripilus giganteus,Meripilus,giganteus,"Aproximadamente 55.600 resultados (0,35 segundos) ",55600.0
Merulius tremellosus,Merulius,tremellosus,"Aproximadamente 24.200 resultados (0,34 segundos) ",24200.0
Metatrichia vesparium,Metatrichia,vesparium,"Aproximadamente 64.300 resultados (0,42 segundos) ",64300.0
Microglossum cyanobasis,Microglossum,cyanobasis,"Aproximadamente 235 resultados (0,34 segundos) ",0.0
Microglossum nudipes,Microglossum,nudipes,"Aproximadamente 2.740 resultados (0,33 segundos) ",2740.0
Microglossum olivaceum,Microglossum,olivaceum,"Aproximadamente 15.800 resultados (0,44 segundos) ",15800.0
Micromphale brassicolens,Micromphale,brassicolens,"Aproximadamente 9.480 resultados (0,38 segundos) ",9480.0
Micromphale foetidum,Micromphale,foetidum,"Aproximadamente 12.800 resultados (0,44 segundos) ",12800.0
Micromphale perforans,Micromphale,perforans,"Aproximadamente 9.320 resultados (0,45 segundos) ",9320.0
Mitrophora semilibera,Mitrophora,semilibera,"Aproximadamente 14.400 resultados (0,52 segundos) ",14400.0
Mitrula paludosa,Mitrula,paludosa,"Aproximadamente 26.900 resultados (0,34 segundos) ",26900.0
Montagnea arenaria,Montagnea,arenaria,"Aproximadamente 514.000 resultados (0,58 segundos) ",514000.0
Morchella  conica,Morchella,conica,"Aproximadamente 166.000 resultados (0,55 segundos) ",166000.0
Morchella costata,Morchella,costata,"Aproximadamente 114.000 resultados (0,35 segundos) ",114000.0
Morchella deliciosa,Morchella,deliciosa,"Aproximadamente 55.900 resultados (0,39 segundos) ",55900.0
Morchella elata,Morchella,elata,"Aproximadamente 255.000 resultados (0,50 segundos) ",255000.0
Morchella esculenta,Morchella,esculenta,"Aproximadamente 446.000 resultados (0,36 segundos) ",446000.0
Morchella hortensis,Morchella,hortensis,"Aproximadamente 83.400 resultados (0,36 segundos) ",83400.0
Morchella importuna,Morchella,importuna,"Aproximadamente 28.900 resultados (0,39 segundos) ",28900.0
Morchella rotunda,Morchella,rotunda,"Aproximadamente 233.000 resultados (0,55 segundos) ",233000.0
Morchella semilibera,Morchella,semilibera,"Aproximadamente 49.800 resultados (0,63 segundos) ",49800.0
Morchella sp,Morchella,sp,"Aproximadamente 479.000 resultados (0,35 segundos) ",479000.0
Morchella vulgaris,Morchella,vulgaris,"Aproximadamente 307.000 resultados (0,44 segundos) ",307000.0
Mucilago crustacea,Mucilago,crustacea,"Aproximadamente 63.300 resultados (0,31 segundos) ",63300.0
Mutinus caninus,Mutinus,caninus,"Aproximadamente 132.000 resultados (0,39 segundos) ",132000.0
Mycena abramsii,Mycena,abramsii,"Aproximadamente 10.900 resultados (0,31 segundos) ",10900.0
Mycena acicula,Mycena,acicula,"Aproximadamente 51.600 resultados (0,34 segundos) ",51600.0
Mycena aetites,Mycena,aetites,"Aproximadamente 15.000 resultados (0,36 segundos) ",15000.0
Mycena arcangeliana,Mycena,arcangeliana,"Aproximadamente 26.600 resultados (0,38 segundos) ",26600.0
Mycena capillaripes,Mycena,capillaripes,"Aproximadamente 45.000 resultados (0,46 segundos) ",45000.0
Mycena corynephora,Mycena,corynephora,"Aproximadamente 5.840 resultados (0,38 segundos) ",5840.0
Mycena crocata,Mycena,crocata,"Aproximadamente 31.800 resultados (0,38 segundos) ",31800.0
Mycena diosma,Mycena,diosma,"Aproximadamente 9.340 resultados (0,39 segundos) ",9340.0
Mycena epipterygia,Mycena,epipterygia,"Aproximadamente 93.800 resultados (0,37 segundos) ",93800.0
Mycena galericulata,Mycena,galericulata,"Aproximadamente 52.100 resultados (0,33 segundos) ",52100.0
Mycena galopus,Mycena,galopus,"Aproximadamente 42.400 resultados (0,34 segundos) ",42400.0
Mycena haematopus,Mycena,haematopus,"Aproximadamente 66.300 resultados (0,35 segundos) ",66300.0
Mycena inclinata,Mycena,inclinata,"Aproximadamente 38.800 resultados (0,33 segundos) ",38800.0
Mycena latifolia,Mycena,latifolia,"Aproximadamente 98.500 resultados (0,46 segundos) ",98500.0
Mycena leptocephala,Mycena,leptocephala,"Aproximadamente 29.800 resultados (0,40 segundos) ",29800.0
Mycena maculata,Mycena,maculata,"Aproximadamente 109.000 resultados (0,39 segundos) ",109000.0
Mycena pearsoniana,Mycena,pearsoniana,"Aproximadamente 329.000 resultados (0,46 segundos) ",329000.0
Mycena pelianthina,Mycena,pelianthina,"Aproximadamente 207.000 resultados (0,43 segundos) ",207000.0
Mycena polygramma,Mycena,polygramma,"Aproximadamente 24.100 resultados (0,35 segundos) ",24100.0
Mycena pseudocorticola,Mycena,pseudocorticola,"Aproximadamente 64.900 resultados (0,40 segundos) ",64900.0
Mycena pura,Mycena,pura,"Aproximadamente 112.000 resultados (0,34 segundos) ",112000.0
Mycena renati,Mycena,renati,"Aproximadamente 25.600 resultados (0,32 segundos) ",25600.0
Mycena rosea,Mycena,rosea,"Aproximadamente 123.000 resultados (0,33 segundos) ",123000.0
Mycena seynii,Mycena,seynii,"Aproximadamente 15.100 resultados (0,29 segundos) ",15100.0
Mycena stipata,Mycena,stipata,"Aproximadamente 26.000 resultados (0,37 segundos) ",26000.0
Mycena tenerrima,Mycena,tenerrima,"Aproximadamente 8.400 resultados (0,36 segundos) ",8400.0
Mycena vitilis,Mycena,vitilis,"Aproximadamente 57.400 resultados (0,41 segundos) ",57400.0
Mycena vulgaris,Mycena,vulgaris,"Aproximadamente 207.000 resultados (0,36 segundos) ",207000.0
Mycenastrum corium,Mycenastrum,corium,"Aproximadamente 15.800 resultados (0,74 segundos) ",15800.0
Myriostoma coliforme,Myriostoma,coliforme,"Aproximadamente 21.700 resultados (0,51 segundos) ",21700.0
Myxarium nucleatum,Myxarium,nucleatum,"Aproximadamente 17.600 resultados (0,39 segundos) ",17600.0
Myxomphalia maura,Myxomphalia,maura,"Aproximadamente 9.270 resultados (0,36 segundos) ",9270.0
Naucoria melinoides,Naucoria,melinoides,"Aproximadamente 4.480 resultados (0,78 segundos) ",4480.0
Naucoria scolecina,Naucoria,scolecina,"Aproximadamente 3.230 resultados (0,50 segundos) ",3230.0
Neoboletus erythropus,Neoboletus,erythropus,"Aproximadamente 24.900 resultados (0,48 segundos) ",24900.0
Neoboletus junquilleus,Neoboletus,junquilleus,"Aproximadamente 2.450 resultados (0,44 segundos) ",2450.0
Neoboletus praestigiator,Neoboletus,praestigiator,"Aproximadamente 2.720 resultados (0,34 segundos) ",2720.0
Neobulgaria pura,Neobulgaria,pura,"Aproximadamente 22.600 resultados (0,47 segundos) ",22600.0
Odonticium monfraguense,Odonticium,monfraguense,"Aproximadamente 1.280 resultados (0,41 segundos) ",1280.0
Omphalina obatra,Omphalina,obatra,"Aproximadamente 2.290 resultados (0,46 segundos) ",2290.0
Omphalina obscurata,Omphalina,obscurata,"Aproximadamente 13.200 resultados (0,47 segundos) ",13200.0
Omphalina pyxidata,Omphalina,pyxidata,"Aproximadamente 17.000 resultados (0,49 segundos) ",17000.0
Omphalina rosella,Omphalina,rosella,"Aproximadamente 8.090 resultados (0,33 segundos) ",8090.0
Omphalina vesuviana,Omphalina,vesuviana,"Aproximadamente 1.040 resultados (0,31 segundos) ",1040.0
Omphalotus illudens,Omphalotus,illudens,"Aproximadamente 58.000 resultados (0,40 segundos) ",58000.0
Omphalotus japonicus,Omphalotus,japonicus,"Aproximadamente 21.500 resultados (0,48 segundos) ",21500.0
Omphalotus nidiformis,Omphalotus,nidiformis,"Aproximadamente 223.000 resultados (0,69 segundos) ",223000.0
Omphalotus olearius,Omphalotus,olearius,"Aproximadamente 51.000 resultados (0,35 segundos) ",51000.0
Omphalotus olivascens,Omphalotus,olivascens,"Aproximadamente 17.600 resultados (0,43 segundos) ",17600.0
Onnia tomentosa,Onnia,tomentosa,"Aproximadamente 117.000 resultados (0,40 segundos) ",117000.0
Onygena corvina,Onygena,corvina,"Aproximadamente 11.400 resultados (0,37 segundos) ",11400.0
Onygena equina,Onygena,equina,"Aproximadamente 14.400 resultados (0,48 segundos) ",14400.0
Orbilia delicatula,Orbilia,delicatula,"Aproximadamente 14.200 resultados (0,46 segundos) ",14200.0
Ossicaulis lignatilis,Ossicaulis,lignatilis,"Aproximadamente 6.220 resultados (0,31 segundos) ",6220.0
Otidea cochleata,Otidea,cochleata,"Aproximadamente 35.400 resultados (0,46 segundos) ",35400.0
Otidea concinna,Otidea,concinna,"Aproximadamente 7.450 resultados (0,39 segundos) ",7450.0
